DBN,School Name,School Code,Borough,Beginning Balance,Total Income,Total Expenses,Ending Balance,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,%NonWhite,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,Total Enrollment,Raised per student
15K295,P.S. 295,K295,K,"$77,031.02 ","$114,741.07 ","$99,439.05 ","$92,333.04 ",43,10.00%,30,7.00%,172,39.90%,24,5.60%,162,37.60%,62.40%,133,30.90%,39,9.00%,168,39.00%,50.40%,431,$266.22 
05M692,"High School for Mathematics, Science and Engineering at City College",M692,M,"$45,981.65 ","$128,363.46 ","$121,923.37 ","$52,421.74 ",146,29.70%,42,8.60%,82,16.70%,72,14.70%,149,30.30%,69.70%,25,5.10%,1,0.20%,198,40.30%,37.60%,491,$261.43 
02M413,School of the Future High School,M413,M,"$79,331.13 ","$194,299.50 ","$80,410.57 ","$113,888.93 ",150,20.00%,84,11.20%,181,24.20%,74,9.90%,260,34.70%,65.30%,159,21.20%,5,0.70%,326,43.50%,41.00%,749,$259.41 
31R008,P.S. 8 Shirlee Solomon,R008,R,"$43,426.09 ","$153,297.92 ","$140,156.67 ","$13,141.25 ",63,10.60%,8,1.30%,86,14.40%,9,1.50%,430,72.10%,27.90%,127,21.30%,18,3.00%,213,35.70%,29.40%,596,$257.21 
31R006,P.S. 6 Corporal Allan F. Kivlehan School,R006,R,"$77,632.67 ","$135,510.29 ","$90,274.20 ","$84,922.66 ",7,1.30%,3,0.60%,100,18.80%,6,1.10%,416,78.20%,21.80%,179,33.60%,18,3.40%,217,40.80%,32.00%,532,$254.72 
14K414,Brooklyn Arbor Elementary School,K414,K,"$175,291.00 ","$155,517.76 ","$134,860.13 ","$195,948.63 ",19,3.10%,16,2.60%,389,63.10%,23,3.70%,169,27.40%,72.60%,130,21.10%,59,9.60%,349,56.70%,59.70%,616,$252.46 
21K239,Mark Twain I.S. 239 for the Gifted & Talented,K239,K,"$37,798.00 ","$335,204.00 ","$302,589.00 ","$32,515.00 ",358,26.80%,85,6.40%,94,7.00%,115,8.60%,684,51.20%,48.80%,191,14.30%,18,1.30%,470,35.20%,34.70%,1336,$250.90 
27Q047,P.S. 047 Chris Galas,Q047,Q,"$23,774.64 ","$60,473.97 ","$49,428.76 ","$11,045.21 ",2,0.80%,4,1.60%,39,16.00%,4,1.60%,195,79.90%,20.10%,66,27.00%,4,1.60%,106,43.40%,35.30%,244,$247.84 
31R035,P.S. 35 The Clove Valley School,R035,R,"$17,053.45 ","$99,607.46 ","$66,083.00 ","$33,524.00 ",46,11.30%,38,9.30%,86,21.10%,26,6.40%,212,52.00%,48.00%,97,23.80%,13,3.20%,145,35.50%,31.90%,408,$244.14 
31R056,P.S. 56 The Louis Desario School,R056,R,"$1,772.62 ","$137,955.74 ","$112,142.92 ","$27,585.44 ",31,5.40%,6,1.00%,98,17.00%,4,0.70%,439,76.00%,24.00%,167,28.90%,8,1.40%,182,31.50%,27.60%,578,$238.68 
02M104,J.H.S. 104 Simon Baruch,M104,M,"$88,940.00 ","$266,097.50 ","$160,190.20 ","$105,907.30 ",389,34.90%,84,7.50%,196,17.60%,57,5.10%,390,34.90%,65.10%,174,15.60%,54,4.80%,478,42.80%,39.80%,1116,$238.44 
25Q193,P.S. 193 Alfred J. Kennedy,Q193,Q,"$11,075.87 ","$131,236.20 ","$113,573.15 ","$17,663.05 ",107,19.10%,5,0.90%,111,19.90%,9,1.60%,327,58.50%,41.50%,85,15.20%,35,6.30%,183,32.70%,25.30%,559,$234.77 
30Q580,Baccalaureate School for Global Education,Q580,Q,"$88,963.82 ","$124,818.92 ",$4.00 ,,247,46.30%,21,3.90%,101,18.90%,21,3.90%,144,27.00%,73.00%,40,7.50%,10,1.90%,189,35.40%,41.00%,534,$233.74 
28Q303,The Academy for Excellence through the Arts,Q303,Q,"$20,000.00 ","$48,800.00 ","$46,087.00 ","$22,913.00 ",75,35.50%,12,5.70%,40,19.00%,6,2.80%,78,37.00%,63.00%,28,13.30%,3,1.40%,50,23.70%,21.80%,211,$231.28 
15K130,P.S. 130 The Parkside,K130,K,"$111,381.71 ","$191,990.56 ","$185,435.80 ","$117,936.47 ",146,17.60%,46,5.50%,181,21.80%,43,5.20%,415,49.90%,50.10%,162,19.50%,63,7.60%,300,36.10%,42.80%,831,$231.04 
03M075,P.S. 075 Emily Dickinson,M075,M,"$331,647.30 ","$126,269.27 ","$151,129.03 ","$306,787.54 ",14,2.60%,119,21.70%,303,55.30%,19,3.50%,93,17.00%,83.00%,219,40.00%,84,15.30%,384,70.10%,66.40%,548,$230.42 
15K124,P.S. 124 Silas B. Dutcher,K124,K,"$39,512.00 ","$70,215.00 ","$24,780.00 ","$45,435.00 ",64,21.00%,8,2.60%,163,53.40%,13,4.30%,57,18.70%,81.30%,60,19.70%,51,16.70%,188,61.60%,66.20%,305,$230.21 
30Q166,P.S. 166 Henry Gradstein,Q166,Q,"$92,300.30 ","$226,887.24 ","$126,303.31 ","$100,583.93 ",234,23.40%,43,4.30%,428,42.80%,40,4.00%,255,25.50%,74.50%,112,11.20%,145,14.50%,668,66.80%,60.70%,1000,$226.89 
31R042,P.S. 042 Eltingville,R042,R,"$99,621.68 ","$232,695.39 ","$198,184.07 ","$34,511.32 ",117,11.10%,15,1.40%,141,13.40%,13,1.20%,770,72.90%,27.10%,239,22.60%,37,3.50%,343,32.50%,31.20%,1056,$220.36 
02M442,"Ballet Tech, NYC Public School for Dance",M442,M,"$3,211.24 ","$30,402.00 ","$22,174.00 ","$8,228.00 ",39,27.50%,25,17.60%,35,24.60%,12,8.50%,31,21.80%,78.20%,6,4.20%,4,2.80%,63,44.40%,45.60%,142,$214.10 
20K201,J.H.S. 201 The Dyker Heights,K201,K,"$103,704.57 ","$353,287.83 ","$196,975.46 ","$156,312.37 ",898,54.40%,9,0.50%,263,15.90%,6,0.40%,475,28.80%,71.20%,220,13.30%,161,9.80%,1200,72.70%,63.50%,1651,$213.98 
01M020,P.S. 020 Anna Silver,M020,M,"$30,303.69 ","$101,140.91 ","$93,918.84 ","$37,525.76 ",138,28.70%,66,13.70%,239,49.70%,16,3.30%,22,4.60%,95.40%,115,23.90%,63,13.10%,316,65.70%,73.80%,481,$210.27 
25Q184,P.S. 184 Flushing Manor,Q184,Q,"$4,500.00 ","$108,427.00 ","$81,889.00 ","$25,788.00 ",233,45.00%,1,0.20%,70,13.50%,10,1.90%,204,39.40%,60.60%,87,16.80%,60,11.60%,243,46.90%,36.40%,518,$209.32 
31R032,P.S. 032 The Gifford School,R032,R,$905.08 ,"$138,870.87 ","$126,205.55 ","$12,665.32 ",61,9.00%,3,0.40%,113,16.60%,13,1.90%,489,72.00%,28.00%,179,26.40%,32,4.70%,234,34.50%,30.80%,679,$204.52 
13K056,P.S. 056 Lewis H. Latimer,K056,K,"$1,461.59 ","$53,746.05 ","$48,443.04 ","$5,303.01 ",11,4.20%,139,52.70%,39,14.80%,10,3.80%,65,24.60%,75.40%,63,23.90%,13,4.90%,171,64.80%,65.20%,264,$203.58 
26Q041,P.S. 041 Crocheron,Q041,Q,"$55,865.94 ","$94,444.28 ","$86,627.89 ","$63,682.83 ",245,52.80%,6,1.30%,90,19.40%,13,2.80%,110,23.70%,76.30%,84,18.10%,35,7.50%,175,37.70%,31.00%,464,$203.54 
03M163,P.S. 163 Alfred E. Smith,M163,M,"$189,157.82 ","$110,621.73 ","$142,419.51 ","$157,360.04 ",37,6.70%,103,18.70%,227,41.20%,32,5.80%,152,27.60%,72.40%,103,18.70%,30,5.40%,264,47.90%,48.00%,551,$200.77 
06M178,Professor Juan Bosch Public School,M178,M,"$26,062.13 ","$56,960.26 ","$25,800.08 ","$31,160.18 ",3,1.10%,6,2.10%,228,80.30%,4,1.40%,43,15.10%,84.90%,70,24.60%,31,10.90%,190,66.90%,66.80%,284,$200.56 
31R055,P.S. 055 Henry M. Boehm,R055,R,$818.76 ,"$116,401.97 ","$112,318.00 ","$4,083.97 ",35,6.00%,2,0.30%,72,12.40%,5,0.90%,468,80.40%,19.60%,138,23.70%,21,3.60%,201,34.50%,27.70%,582,$200.00 
31R059,The Harbor View School,R059,R,"$32,764.58 ","$59,691.28 ","$55,533.66 ","$29,771.05 ",5,1.70%,101,33.60%,125,41.50%,26,8.60%,44,14.60%,85.40%,65,21.60%,1,0.30%,182,60.50%,59.00%,301,$198.31 
15K839,M.S. 839,K839,K,"$35,756.58 ","$68,188.58 ","$69,790.15 ","$34,155.01 ",38,11.00%,47,13.60%,86,24.90%,21,6.10%,153,44.30%,55.70%,97,28.10%,8,2.30%,142,41.20%,44.70%,345,$197.65 
20K187,The Christa McAuliffe School\I.S. 187,K187,K,"$56,379.87 ","$186,959.20 ","$133,405.55 ","$53,553.65 ",661,69.40%,13,1.40%,54,5.70%,7,0.70%,218,22.90%,77.10%,94,9.90%,25,2.60%,579,60.80%,55.40%,953,$196.18 
29Q208,P.S./I.S. 208,Q208,Q,"$16,989.57 ","$139,901.45 ","$124,561.27 ","$15,340.18 ",58,8.10%,519,72.70%,101,14.10%,29,4.10%,7,1.00%,99.00%,121,16.90%,3,0.40%,299,41.90%,32.90%,714,$195.94 
05M362,Columbia Secondary School,M362,M,"$63,892.09 ","$139,940.99 ","$85,696.36 ","$54,244.63 ",64,8.90%,148,20.60%,280,39.00%,40,5.60%,186,25.90%,74.10%,116,16.20%,4,0.60%,347,48.30%,51.60%,718,$194.90 
31R058,Space Shuttle Columbia School,R058,R,"$22,678.52 ","$129,540.21 ","$112,837.28 ","$16,702.93 ",138,20.00%,27,3.90%,184,26.60%,20,2.90%,322,46.60%,53.40%,175,25.30%,54,7.80%,358,51.80%,43.90%,691,$187.47 
31R004,P.S. 004 Maurice Wollin,R004,R,"$59,319.97 ","$123,476.97 ","$62,156.00 ","$61,320.97 ",81,11.90%,18,2.70%,131,19.30%,18,2.70%,430,63.40%,36.60%,208,30.70%,39,5.80%,258,38.10%,34.70%,678,$182.12 
01M839,Tompkins Square Middle School,M839,M,"$17,634.22 ","$65,718.00 ","$48,199.00 ","$17,519.00 ",78,21.50%,47,13.00%,147,40.60%,14,3.90%,76,21.00%,79.00%,99,27.30%,7,1.90%,244,67.40%,65.90%,362,$181.54 
26Q205,P.S. 205 Alexander Graham Bell,Q205,Q,"$15,596.18 ","$55,793.77 ","$56,325.78 ","$15,064.17 ",138,43.70%,11,3.50%,67,21.20%,18,5.70%,82,25.90%,74.10%,52,16.50%,17,5.40%,85,26.90%,21.80%,316,$176.56 
03M180,P.S. 180 Hugo Newman,M180,M,"$22,889.37 ","$89,935.04 ","$70,587.15 ","$36,454.63 ",15,2.90%,261,51.00%,144,28.10%,25,4.90%,67,13.10%,86.90%,101,19.70%,39,7.60%,357,69.70%,68.90%,512,$175.65 
28Q144,P.S. 144 Col Jeromus Remsen,Q144,Q,"$245,822.25 ","$158,159.04 ","$180,913.21 ","$222,571.00 ",315,34.80%,11,1.20%,162,17.90%,72,8.00%,345,38.10%,61.90%,119,13.10%,44,4.90%,194,21.40%,19.50%,905,$174.76 
22K277,P.S. 277 Gerritsen Beach,K277,K,"$6,545.73 ","$74,518.00 ","$72,390.50 ","$10,754.50 ",67,15.50%,10,2.30%,52,12.00%,7,1.60%,297,68.60%,31.40%,90,20.80%,28,6.50%,213,49.20%,36.50%,433,$172.10 
08X392,Bronx Delta School,X392,X,"$1,804.34 ","$57,779.76 ","$41,277.04 ","$16,502.72 ",22,6.50%,46,13.60%,218,64.30%,6,1.80%,47,13.90%,86.10%,62,18.30%,23,6.80%,246,72.60%,59.60%,339,$170.44 
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,K264,K,"$48,041.57 ","$78,215.00 ","$38,203.18 ","$40,011.82 ",57,12.40%,15,3.30%,158,34.30%,7,1.50%,223,48.50%,51.50%,117,25.40%,58,12.60%,305,66.30%,59.30%,460,$170.03 
02M411,Baruch College Campus High School,M411,M,"$40,516.75 ","$78,774.92 ","$69,385.09 ","$49,906.58 ",166,34.90%,17,3.60%,63,13.30%,27,5.70%,202,42.50%,57.50%,60,12.60%,5,1.10%,184,38.70%,38.80%,475,$165.84 
75R037,The David Marquis School of the Arts,R037,R,"$9,214.97 ","$60,650.00 ","$5,345.67 ","$7,195.33 ",26,7.10%,59,16.10%,110,30.10%,12,3.30%,159,43.40%,56.60%,366,100.00%,24,6.60%,284,77.60%,79.60%,366,$165.71 
01M184,P.S. 184m Shuang Wen,M184,M,"$106,834.57 ","$111,622.74 ","$80,660.96 ","$137,796.35 ",468,69.00%,27,4.00%,89,13.10%,43,6.30%,51,7.50%,92.50%,106,15.60%,99,14.60%,459,67.70%,66.20%,678,$164.64 
31R065,P.S. 65 The Academy of Innovative Learning,R065,R,"$10,153.48 ","$71,683.35 ","$64,362.74 ","$7,320.61 ",10,2.30%,77,17.60%,226,51.70%,32,7.30%,92,21.10%,78.90%,132,30.20%,21,4.80%,280,64.10%,59.20%,437,$164.04 
22K222,P.S. 222 Katherine R. Snyder,K222,K,"$41,568.50 ","$144,317.26 ","$114,563.79 ","$29,753.47 ",191,21.50%,122,13.70%,159,17.90%,26,2.90%,390,43.90%,56.10%,199,22.40%,93,10.50%,461,51.90%,39.90%,888,$162.52 
27Q146,P.S. 146 Howard Beach,Q146,Q,"$9,456.00 ","$98,519.00 ","$83,129.00 ","$15,390.00 ",33,5.30%,9,1.40%,241,38.70%,10,1.60%,330,53.00%,47.00%,136,21.80%,13,2.10%,290,46.50%,28.10%,623,$158.14 
26Q221,P.S. 221 The North Hills School,Q221,Q,"$40,088.29 ","$100,143.53 ","$105,411.73 ","$34,820.09 ",402,63.30%,16,2.50%,94,14.80%,11,1.70%,112,17.60%,82.40%,80,12.60%,41,6.50%,237,37.30%,25.70%,635,$157.71 
17K770,P.S. 770 New American Academy,K770,K,"$18,307.80 ","$49,984.80 ","$39,765.70 ","$10,218.70 ",8,2.50%,171,53.90%,30,9.50%,46,14.50%,62,19.60%,80.40%,45,14.20%,7,2.20%,168,53.00%,53.90%,317,$157.68 
24Q299,Bard High School Early College Queens,Q299,Q,"$36,463.81 ","$97,742.36 ","$85,062.08 ","$49,144.09 ",230,35.80%,66,10.30%,121,18.80%,18,2.80%,208,32.30%,67.70%,34,5.30%,1,0.20%,274,42.60%,40.40%,643,$152.01 
14K084,P.S. 084 Jose De Diego,K084,K,"$84,987.46 ","$115,971.35 ","$109,480.12 ","$78,496.23 ",26,3.40%,45,5.90%,467,61.10%,40,5.20%,186,24.30%,75.70%,134,17.50%,95,12.40%,372,48.70%,57.00%,764,$151.79 
25Q032,P.S. 032 State Street,Q032,Q,"$42,733.77 ","$150,311.35 ","$117,886.11 ","$32,425.24 ",694,69.80%,7,0.70%,174,17.50%,28,2.80%,91,9.20%,90.80%,112,11.30%,141,14.20%,640,64.40%,53.50%,994,$151.22 
28Q139,P.S. 139 Rego Park,Q139,Q,"$13,763.49 ","$105,552.11 ","$102,177.87 ","$17,137.73 ",205,28.00%,18,2.50%,193,26.40%,25,3.40%,291,39.80%,60.20%,124,16.90%,160,21.90%,439,60.00%,54.50%,732,$144.20 
28Q174,P.S. 174 William Sidney Mount,Q174,Q,"$4,886.22 ","$97,437.28 ","$99,282.61 ","$2,494.89 ",239,35.10%,19,2.80%,175,25.70%,36,5.30%,212,31.10%,68.90%,65,9.50%,75,11.00%,230,33.80%,33.40%,681,$143.08 
15K497,The Boerum Hill School for International Studies,K497,K,"$29,886.00 ","$103,315.00 ","$53,380.00 ","$48,935.00 ",29,4.00%,217,30.00%,167,23.10%,49,6.80%,261,36.10%,63.90%,150,20.70%,52,7.20%,328,45.40%,48.20%,723,$142.90 
26Q094,P.S. 094 David D. Porter,Q094,Q,"$12,838.51 ","$44,173.63 ","$46,096.88 ","$10,915.26 ",184,59.40%,10,3.20%,50,16.10%,10,3.20%,56,18.10%,81.90%,45,14.50%,33,10.60%,139,44.80%,36.10%,310,$142.50 
26Q046,P.S. 046 Alley Pond,Q046,Q,"$13,065.39 ","$79,278.13 ","$80,048.17 ","$12,295.35 ",354,63.30%,27,4.80%,81,14.50%,21,3.80%,76,13.60%,86.40%,131,23.40%,69,12.30%,260,46.50%,38.70%,559,$141.82 
15K447,The Math & Science Exploratory School,K447,K,"$122,231.79 ","$77,114.00 ","$82,723.00 ","$116,662.00 ",60,11.00%,62,11.40%,111,20.40%,22,4.00%,290,53.20%,46.80%,130,23.90%,6,1.10%,148,27.20%,27.50%,545,$141.49 
26Q188,P.S. 188 Kingsbury,Q188,Q,"$70,601.84 ","$100,433.33 ","$113,351.29 ","$57,683.88 ",431,59.90%,9,1.30%,47,6.50%,27,3.80%,206,28.60%,71.40%,63,8.70%,19,2.60%,184,25.60%,21.30%,720,$139.49 
27Q323,Scholars' Academy,Q323,Q,"$43,546.32 ","$185,357.64 ","$108,072.38 ","$64,914.12 ",261,19.30%,233,17.20%,264,19.50%,29,2.10%,564,41.70%,58.30%,174,12.90%,1,0.10%,637,47.20%,33.10%,1351,$137.20 
26Q203,P.S. 203 Oakland Gardens,Q203,Q,"$6,516.24 ","$123,362.91 ","$98,195.73 ","$31,683.42 ",683,74.70%,15,1.60%,91,10.00%,20,2.20%,105,11.50%,88.50%,79,8.60%,135,14.80%,385,42.10%,34.20%,914,$134.97 
10X024,P.S. 024 Spuyten Duyvil,X024,X,"$135,826.04 ","$113,898.98 ","$129,030.42 ","$120,694.60 ",77,9.10%,61,7.20%,364,43.10%,42,5.00%,300,35.50%,64.50%,115,13.60%,36,4.30%,230,27.30%,25.00%,844,$134.95 
02M225,Ella Baker School,M225,M,"$66,499.05 ","$43,638.75 ","$52,840.27 ","$57,297.53 ",19,5.90%,49,15.10%,99,30.60%,30,9.30%,127,39.20%,60.80%,61,18.80%,5,1.50%,91,28.10%,34.50%,324,$134.69 
02M933,City Knoll Middle School,M933,M,"$4,096.24 ","$22,633.32 ","$20,097.99 ","$6,892.33 ",14,8.00%,44,25.10%,100,57.10%,7,4.00%,10,5.70%,94.30%,56,32.00%,20,11.40%,144,82.30%,74.40%,175,$129.33 
26Q186,P.S. 186 Castlewood,Q186,Q,"$18,297.50 ","$48,556.68 ","$52,889.26 ","$13,964.18 ",132,35.10%,50,13.30%,68,18.10%,13,3.50%,113,30.10%,69.90%,112,29.80%,4,1.10%,132,35.10%,32.50%,376,$129.14 
26Q162,P.S. 162 John Golden,Q162,Q,"$9,504.00 ","$85,201.00 ","$84,840.00 ","$9,865.00 ",476,72.00%,11,1.70%,71,10.70%,17,2.60%,86,13.00%,87.00%,96,14.50%,131,19.80%,398,60.20%,43.80%,661,$128.90 
20K229,P.S. 229 Dyker,K229,K,"$92,556.84 ","$160,931.29 ","$124,137.92 ","$129,350.21 ",758,60.50%,24,1.90%,152,12.10%,14,1.10%,304,24.30%,75.70%,184,14.70%,149,11.90%,716,57.20%,48.40%,1252,$128.54 
31R041,The Stephanie A. Vierno School,R041,R,"$3,266.98 ","$89,171.50 ","$86,600.20 ","$2,571.30 ",100,14.30%,22,3.20%,233,33.40%,17,2.40%,326,46.70%,53.30%,154,22.10%,101,14.50%,456,65.30%,52.30%,698,$127.75 
22K052,P.S. 052 Sheepshead Bay,K052,K,"$22,319.38 ","$103,401.69 ","$112,050.18 ","$16,314.89 ",148,18.10%,121,14.80%,114,14.00%,13,1.60%,421,51.50%,48.50%,108,13.20%,212,25.90%,622,76.10%,69.90%,817,$126.56 
15K230,P.S. 230 Doris L. Cohen,K230,K,"$54,797.50 ","$138,371.44 ","$125,054.99 ","$68,113.95 ",515,46.40%,20,1.80%,368,33.10%,23,2.10%,185,16.70%,83.30%,192,17.30%,276,24.80%,800,72.00%,76.30%,1111,$124.55 
28Q190,J.H.S. 190 Russell Sage,Q190,Q,"$53,699.34 ","$133,440.36 ","$79,081.33 ","$54,359.03 ",351,32.40%,76,7.00%,293,27.10%,41,3.80%,321,29.70%,70.30%,152,14.00%,110,10.20%,454,42.00%,39.80%,1082,$123.33 
11X108,P.S. 108 Philip J. Abinanti,X108,X,"$6,956.96 ","$71,836.98 ","$59,771.44 ","$25,017.09 ",78,13.30%,27,4.60%,242,41.20%,11,1.90%,230,39.10%,60.90%,88,15.00%,77,13.10%,456,77.60%,58.40%,588,$122.17 
21K212,P.S. 212 Lady Deborah Moody,K212,K,"$30,809.09 ","$87,910.61 ","$59,038.46 ","$28,872.15 ",245,34.00%,86,11.90%,264,36.70%,8,1.10%,117,16.20%,83.80%,179,24.90%,152,21.10%,608,84.40%,82.40%,720,$122.10 
21K097,P.S. 97 The Highlawn,K097,K,"$17,074.13 ","$93,357.85 ","$79,823.17 ","$13,534.68 ",390,50.60%,11,1.40%,169,21.90%,5,0.60%,195,25.30%,74.70%,132,17.10%,230,29.90%,493,64.00%,68.10%,770,$121.24 
31R053,The Barbara Esselborn School,R053,R,"$5,262.38 ","$101,203.84 ","$100,944.99 ",$258.85 ,133,15.80%,10,1.20%,105,12.50%,19,2.30%,573,68.20%,31.80%,170,20.20%,44,5.20%,316,37.60%,30.60%,840,$120.48 
31R052,P.S. 052 John C. Thompson,R052,R,"$19,255.15 ","$69,590.28 ","$64,340.15 ","$24,505.28 ",124,21.30%,8,1.40%,112,19.30%,13,2.20%,324,55.80%,44.20%,114,19.60%,96,16.50%,362,62.30%,52.30%,581,$119.78 
25Q079,P.S. 079 Francis Lewis,Q079,Q,"$36,413.83 ","$128,563.17 ","$79,056.21 ","$49,506.96 ",587,54.00%,5,0.50%,219,20.10%,13,1.20%,264,24.30%,75.70%,132,12.10%,132,12.10%,541,49.70%,38.30%,1088,$118.16 
26Q376,P.S. 376,Q376,Q,"$4,183.86 ","$20,283.37 ","$15,959.52 ","$8,507.71 ",102,59.00%,8,4.60%,34,19.70%,5,2.90%,24,13.90%,86.10%,18,10.40%,24,13.90%,80,46.20%,38.70%,173,$117.24 
26Q026,P.S. 026 Rufus King,Q026,Q,"$24,574.36 ","$83,732.30 ","$77,376.15 ","$30,930.51 ",438,61.30%,69,9.70%,108,15.10%,18,2.50%,82,11.50%,88.50%,129,18.00%,99,13.80%,472,66.00%,54.70%,715,$117.11 
22K078,J.H.S. 078 Roy H. Mann,K078,K,"$5,850.80 ","$66,414.76 ","$47,832.04 ","$18,582.72 ",38,6.70%,375,65.90%,61,10.70%,17,3.00%,78,13.70%,86.30%,137,24.10%,36,6.30%,423,74.30%,62.80%,569,$116.72 
26Q213,P.S. 213 The Carl Ullman School,Q213,Q,"$39,253.25 ","$53,213.40 ","$40,836.73 ","$51,629.92 ",299,65.60%,32,7.00%,66,14.50%,7,1.50%,52,11.40%,88.60%,58,12.70%,62,13.60%,251,55.00%,48.20%,456,$116.70 
05M125,P.S. 125 Ralph Bunche,M125,M,"$12,706.41 ","$33,136.66 ","$17,134.37 ","$28,708.70 ",12,4.20%,108,38.00%,104,36.60%,13,4.60%,47,16.50%,83.50%,50,17.60%,6,2.10%,190,66.90%,66.00%,284,$116.68 
17K705,Brooklyn Arts and Science Elementary School,K705,K,"$10,694.38 ","$42,908.80 ","$27,965.73 ","$25,637.45 ",17,4.60%,169,45.70%,106,28.60%,9,2.40%,69,18.60%,81.40%,91,24.60%,48,13.00%,246,66.50%,61.30%,370,$115.97 
25Q169,P.S. 169 Bay Terrace,Q169,Q,"$28,063.11 ","$49,972.33 ","$50,885.02 ","$27,150.42 ",150,34.60%,19,4.40%,113,26.00%,14,3.20%,138,31.80%,68.20%,64,14.70%,31,7.10%,150,34.60%,29.40%,434,$115.14 
30Q501,Frank Sinatra School of the Arts High School,Q501,Q,"$25,356.18 ","$97,712.15 ","$78,233.65 ","$19,478.50 ",97,11.40%,113,13.20%,282,33.10%,55,6.40%,306,35.90%,64.10%,160,18.80%,7,0.80%,331,38.80%,35.70%,853,$114.55 
22K889,P.S. 889,K889,K,"$12,883.00 ","$15,532.12 ","$15,876.90 ",$0.00 ,23,16.90%,48,35.30%,25,18.40%,5,3.70%,35,25.70%,74.30%,10,7.40%,12,8.80%,84,61.80%,61.20%,136,$114.21 
06M348,Washington Heights Expeditionary Learning School,M348,M,"$8,754.27 ","$98,613.91 ","$84,183.68 ","$14,430.23 ",10,1.20%,30,3.50%,788,91.20%,6,0.70%,30,3.50%,96.50%,177,20.50%,139,16.10%,697,80.70%,83.50%,864,$114.14 
31R034,I.S. 034 Tottenville,R034,R,"$75,520.11 ","$121,042.31 ","$113,561.78 ","$83,000.64 ",55,5.20%,9,0.80%,140,13.20%,11,1.00%,846,79.70%,20.30%,312,29.40%,21,2.00%,402,37.90%,26.20%,1061,$114.08 
20K176,P.S. 176 Ovington,K176,K,"$46,079.12 ","$147,417.58 ","$145,676.42 ","$47,820.28 ",877,67.80%,6,0.50%,262,20.30%,11,0.90%,137,10.60%,89.40%,146,11.30%,297,23.00%,1105,85.50%,77.50%,1293,$114.01 
20K204,P.S. 204 Vince Lombardi,K204,K,"$70,290.05 ","$126,311.92 ","$85,130.74 ","$41,181.18 ",593,53.40%,4,0.40%,210,18.90%,8,0.70%,296,26.60%,73.40%,178,16.00%,153,13.80%,800,72.00%,61.80%,1111,$113.69 
26Q159,P.S. 159,Q159,Q,"$18,477.29 ","$75,216.21 ","$77,464.12 ","$16,229.38 ",409,61.80%,6,0.90%,94,14.20%,12,1.80%,141,21.30%,78.70%,96,14.50%,117,17.70%,309,46.70%,38.80%,662,$113.62 
25Q294,BELL Academy,Q294,Q,"$9,875.00 ","$41,149.00 ","$23,018.00 ","$18,131.00 ",133,36.60%,14,3.90%,95,26.20%,8,2.20%,113,31.10%,68.90%,75,20.70%,7,1.90%,150,41.30%,36.60%,363,$113.36 
31R069,P.S. 069 Daniel D. Tompkins,R069,R,"$8,872.67 ","$101,599.04 ","$94,135.51 ","$7,463.53 ",213,23.00%,21,2.30%,192,20.80%,24,2.60%,475,51.40%,48.60%,213,23.00%,132,14.30%,535,57.80%,49.40%,925,$109.84 
26Q173,P.S. 173 Fresh Meadows,Q173,Q,"$24,437.88 ","$105,612.79 ","$118,235.25 ","$11,815.42 ",570,59.10%,16,1.70%,111,11.50%,21,2.20%,246,25.50%,74.50%,145,15.00%,106,11.00%,528,54.80%,45.20%,964,$109.56 
03M191,The Riverside School for Makers and Artists,M191,M,"$26,777.00 ","$61,856.00 ","$25,121.00 ","$36,735.00 ",42,7.40%,171,30.30%,245,43.40%,11,1.90%,96,17.00%,83.00%,138,24.40%,39,6.90%,384,68.00%,66.60%,565,$109.48 
31R029,P.S. 029 Bardwell,R029,R,"$2,060.26 ","$65,563.33 ","$67,371.90 ","$2,430.69 ",113,18.80%,43,7.10%,134,22.30%,20,3.30%,292,48.50%,51.50%,124,20.60%,40,6.60%,319,53.00%,40.50%,602,$108.91 
30Q084,P.S. 084 Steinway,Q084,Q,"$2,413.57 ","$30,570.08 ","$26,140.79 ","$4,429.29 ",22,7.70%,17,6.00%,114,40.00%,6,2.10%,126,44.20%,55.80%,49,17.20%,28,9.80%,153,53.70%,58.40%,285,$107.26 
24Q087,P.S./I.S. 087 Middle Village,Q087,Q,"$33,046.57 ","$64,877.67 ","$21,444.03 ","$43,433.64 ",30,4.90%,12,1.90%,341,55.30%,11,1.80%,223,36.10%,63.90%,136,22.00%,55,8.90%,345,55.90%,51.00%,617,$105.15 
25Q194,J.H.S. 194 William Carr,Q194,Q,"$78,265.93 ","$134,419.59 ","$148,654.40 ","$64,031.12 ",546,42.70%,18,1.40%,358,28.00%,21,1.60%,337,26.30%,73.70%,184,14.40%,114,8.90%,696,54.40%,45.70%,1280,$105.02 
